teryt;nazwa;typ;l_ludn_pow17l
3018034;Grabów nad Prosną - miasto;miasto w gminie m-w;1582
3018064;Mikstat - miasto;miasto w gminie m-w;1537
3018074;Ostrzeszów - miasto;miasto w gminie m-w;11863
3019044;Łobżenica - miasto;miasto w gminie m-w;2494
3019074;Ujście - miasto;miasto w gminie m-w;3116
3019084;Wyrzysk - miasto;miasto w gminie m-w;4242
3019094;Wysoka - miasto;miasto w gminie m-w;2135
3020014;Chocz - miasto;miasto w gminie m-w;1456
3020034;Dobrzyca - miasto;miasto w gminie m-w;2531
3020064;Pleszew - miasto;miasto w gminie m-w;14623
3021034;Buk - miasto;miasto w gminie m-w;4975
3021084;Kostrzyn - miasto;miasto w gminie m-w;7755
3021094;Kórnik - miasto;miasto w gminie m-w;6098
3021104;Mosina - miasto;miasto w gminie m-w;10924
3021114;Murowana Goślina - miasto;miasto w gminie m-w;8504
3021124;Pobiedziska - miasto;miasto w gminie m-w;7282
3021144;Stęszew - miasto;miasto w gminie m-w;4755
3021164;Swarzędz - miasto;miasto w gminie m-w;25008
3022014;Bojanowo - miasto;miasto w gminie m-w;2421
3022024;Jutrosin - miasto;miasto w gminie m-w;1548
3022034;Miejska Górka - miasto;miasto w gminie m-w;2622
3022054;Rawicz - miasto;miasto w gminie m-w;16916
3023084;Zagórów - miasto;miasto w gminie m-w;2463
3024054;Ostroróg - miasto;miasto w gminie m-w;1596
3024064;Pniewy - miasto;miasto w gminie m-w;6347
3024074;Szamotuły - miasto;miasto w gminie m-w;15379
3024084;Wronki - miasto;miasto w gminie m-w;9262
3025044;Środa Wielkopolska - miasto;miasto w gminie m-w;18496
3026024;Dolsk - miasto;miasto w gminie m-w;1269
3026034;Książ Wielkopolski - miasto;miasto w gminie m-w;2192
3026044;Śrem - miasto;miasto w gminie m-w;24350
3027034;Dobra - miasto;miasto w gminie m-w;1167
3027074;Tuliszków - miasto;miasto w gminie m-w;2712
3028034;Gołańcz - miasto;miasto w gminie m-w;2652
3028054;Skoki - miasto;miasto w gminie m-w;3326
3029034;Wolsztyn - miasto;miasto w gminie m-w;11002
3030024;Miłosław - miasto;miasto w gminie m-w;2945
3030034;Nekla - miasto;miasto w gminie m-w;2973
3030044;Pyzdry - miasto;miasto w gminie m-w;2587
3030054;Września - miasto;miasto w gminie m-w;24447
3031024;Jastrowie - miasto;miasto w gminie m-w;6948
3031034;Krajenka - miasto;miasto w gminie m-w;3070
3031054;Okonek - miasto;miasto w gminie m-w;3173
3201034;Karlino - miasto;miasto w gminie m-w;4799
3201044;Tychowo - miasto;miasto w gminie m-w;1976
3202024;Choszczno - miasto;miasto w gminie m-w;12923
3202034;Drawno - miasto;miasto w gminie m-w;1939
3202054;Pełczyce - miasto;miasto w gminie m-w;2208
3202064;Recz - miasto;miasto w gminie m-w;2440
3203014;Czaplinek - miasto;miasto w gminie m-w;5870
3203024;Drawsko Pomorskie - miasto;miasto w gminie m-w;9675
3203034;Kalisz Pomorski - miasto;miasto w gminie m-w;3459
3203064;Złocieniec - miasto;miasto w gminie m-w;10891
3204024;Goleniów - miasto;miasto w gminie m-w;18588
3204034;Maszewo - miasto;miasto w gminie m-w;2710
3204044;Nowogard - miasto;miasto w gminie m-w;13983
3204074;Stepnica - miasto;miasto w gminie m-w;1964
3205024;Gryfice - miasto;miasto w gminie m-w;13957
3205044;Płoty - miasto;miasto w gminie m-w;3310
3205084;Trzebiatów - miasto;miasto w gminie m-w;8426
3206024;Cedynia - miasto;miasto w gminie m-w;1344
3206034;Chojna - miasto;miasto w gminie m-w;6102
3206044;Gryfino - miasto;miasto w gminie m-w;17778
3206054;Mieszkowice - miasto;miasto w gminie m-w;3010
3206064;Moryń - miasto;miasto w gminie m-w;1360
3206084;Trzcińsko-Zdrój - miasto;miasto w gminie m-w;1978
3207014;Dziwnów - miasto;miasto w gminie m-w;2330
3207024;Golczewo - miasto;miasto w gminie m-w;2273
3207034;Kamień Pomorski - miasto;miasto w gminie m-w;7657
3207044;Międzyzdroje - miasto;miasto w gminie m-w;4695
3207064;Wolin - miasto;miasto w gminie m-w;4067
3208034;Gościno - miasto;miasto w gminie m-w;1939
3209034;Bobolice - miasto;miasto w gminie m-w;3442
3209064;Polanów - miasto;miasto w gminie m-w;2434
3209074;Sianów - miasto;miasto w gminie m-w;5475
3210014;Barlinek - miasto;miasto w gminie m-w;11647
3210034;Dębno - miasto;miasto w gminie m-w;11525
3210044;Myślibórz - miasto;miasto w gminie m-w;9734
3211034;Nowe Warpno - miasto;miasto w gminie m-w;1043
3211044;Police - miasto;miasto w gminie m-w;27166
3212034;Lipiany - miasto;miasto w gminie m-w;3386
3212054;Pyrzyce - miasto;miasto w gminie m-w;10566
3214024;Chociwel - miasto;miasto w gminie m-w;2633
3214034;Dobrzany - miasto;miasto w gminie m-w;1991
3214054;Ińsko - miasto;miasto w gminie m-w;1693
3214114;Suchań - miasto;miasto w gminie m-w;1220
3215024;Barwice - miasto;miasto w gminie m-w;3121
3215034;Biały Bór - miasto;miasto w gminie m-w;1763
3215044;Borne Sulinowo - miasto;miasto w gminie m-w;4125
3216034;Połczyn-Zdrój - miasto;miasto w gminie m-w;7089
3217024;Człopa - miasto;miasto w gminie m-w;1944
3217034;Mirosławiec - miasto;miasto w gminie m-w;2453
3217044;Tuczno - miasto;miasto w gminie m-w;1619
3218014;Dobra - miasto;miasto w gminie m-w;1902
3218024;Łobez - miasto;miasto w gminie m-w;8609
3218044;Resko - miasto;miasto w gminie m-w;3608
3218054;Węgorzyno - miasto;miasto w gminie m-w;2352
0201045;Nowogrodziec - obszar wiejski;obszar wiejski w gminie m-w;8808
0202035;Pieszyce - obszar wiejski;obszar wiejski w gminie m-w;2009
0202075;Niemcza - obszar wiejski;obszar wiejski w gminie m-w;2158
0204015;Góra - obszar wiejski;obszar wiejski w gminie m-w;6531
0204045;Wąsosz - obszar wiejski;obszar wiejski w gminie m-w;3678
0205025;Bolków - obszar wiejski;obszar wiejski w gminie m-w;4453
0207035;Lubawka - obszar wiejski;obszar wiejski w gminie m-w;4132
0208065;Bystrzyca Kłodzka - obszar wiejski;obszar wiejski w gminie m-w;7549
0208085;Lądek-Zdrój - obszar wiejski;obszar wiejski w gminie m-w;2268
0208105;Międzylesie - obszar wiejski;obszar wiejski w gminie m-w;3864
0208125;Radków - obszar wiejski;obszar wiejski w gminie m-w;5624
0208135;Stronie Śląskie - obszar wiejski;obszar wiejski w gminie m-w;1464
0208145;Szczytna - obszar wiejski;obszar wiejski w gminie m-w;1753
0209075;Prochowice - obszar wiejski;obszar wiejski w gminie m-w;3134
0210035;Leśna - obszar wiejski;obszar wiejski w gminie m-w;4648
0210055;Olszyna - obszar wiejski;obszar wiejski w gminie m-w;1731
0211045;Ścinawa - obszar wiejski;obszar wiejski w gminie m-w;3684
0212015;Gryfów Śląski - obszar wiejski;obszar wiejski w gminie m-w;2584
0212025;Lubomierz - obszar wiejski;obszar wiejski w gminie m-w;3476
0212035;Lwówek Śląski - obszar wiejski;obszar wiejski w gminie m-w;6797
0212045;Mirsk - obszar wiejski;obszar wiejski w gminie m-w;3954
0212055;Wleń - obszar wiejski;obszar wiejski w gminie m-w;2135
0213035;Milicz - obszar wiejski;obszar wiejski w gminie m-w;10159
0214025;Bierutów - obszar wiejski;obszar wiejski w gminie m-w;4203
0214055;Międzybórz - obszar wiejski;obszar wiejski w gminie m-w;2183
0214075;Syców - obszar wiejski;obszar wiejski w gminie m-w;4969
0214085;Twardogóra - obszar wiejski;obszar wiejski w gminie m-w;5033
0215035;Jelcz-Laskowice - obszar wiejski;obszar wiejski w gminie m-w;5906
0216015;Chocianów - obszar wiejski;obszar wiejski w gminie m-w;3951
0216045;Polkowice - obszar wiejski;obszar wiejski w gminie m-w;3877
0216055;Przemków - obszar wiejski;obszar wiejski w gminie m-w;1852
0217045;Strzelin - obszar wiejski;obszar wiejski w gminie m-w;7913
0217055;Wiązów - obszar wiejski;obszar wiejski w gminie m-w;4062
0218045;Środa Śląska - obszar wiejski;obszar wiejski w gminie m-w;8510
0219045;Jaworzyna Śląska - obszar wiejski;obszar wiejski w gminie m-w;4188
0219065;Strzegom - obszar wiejski;obszar wiejski w gminie m-w;8146
0219085;Żarów - obszar wiejski;obszar wiejski w gminie m-w;4632
0220015;Oborniki Śląskie - obszar wiejski;obszar wiejski w gminie m-w;8781
0220025;Prusice - obszar wiejski;obszar wiejski w gminie m-w;5747
0220035;Trzebnica - obszar wiejski;obszar wiejski w gminie m-w;8601
0220065;Żmigród - obszar wiejski;obszar wiejski w gminie m-w;6688
0221055;Głuszyca - obszar wiejski;obszar wiejski w gminie m-w;1895
0221065;Mieroszów - obszar wiejski;obszar wiejski w gminie m-w;2290
0222015;Brzeg Dolny - obszar wiejski;obszar wiejski w gminie m-w;2885
0222035;Wołów - obszar wiejski;obszar wiejski w gminie m-w;8546
0223045;Kąty Wrocławskie - obszar wiejski;obszar wiejski w gminie m-w;13112
0223075;Sobótka - obszar wiejski;obszar wiejski w gminie m-w;4758
0223085;Siechnice - obszar wiejski;obszar wiejski w gminie m-w;10492
0224015;Bardo - obszar wiejski;obszar wiejski w gminie m-w;2322
0224055;Ząbkowice Śląskie - obszar wiejski;obszar wiejski w gminie m-w;5676
0224065;Ziębice - obszar wiejski;obszar wiejski w gminie m-w;7055
0224075;Złoty Stok - obszar wiejski;obszar wiejski w gminie m-w;1492
0225035;Bogatynia - obszar wiejski;obszar wiejski w gminie m-w;4666
0225045;Pieńsk - obszar wiejski;obszar wiejski w gminie m-w;2729
0225065;Węgliniec - obszar wiejski;obszar wiejski w gminie m-w;4580
0226045;Świerzawa - obszar wiejski;obszar wiejski w gminie m-w;4360
0402055;Górzno - obszar wiejski;obszar wiejski w gminie m-w;2021
0402075;Jabłonowo Pomorskie - obszar wiejski;obszar wiejski w gminie m-w;4187
0403045;Koronowo - obszar wiejski;obszar wiejski w gminie m-w;10349
0403085;Solec Kujawski - obszar wiejski;obszar wiejski w gminie m-w;892
0405045;Kowalewo Pomorskie - obszar wiejski;obszar wiejski w gminie m-w;5845
0406035;Łasin - obszar wiejski;obszar wiejski w gminie m-w;3794
0406045;Radzyń Chełmiński - obszar wiejski;obszar wiejski w gminie m-w;2245
0407035;Gniewkowo - obszar wiejski;obszar wiejski w gminie m-w;6016
0407055;Janikowo - obszar wiejski;obszar wiejski w gminie m-w;3581
0407065;Kruszwica - obszar wiejski;obszar wiejski w gminie m-w;8655
0407075;Pakość - obszar wiejski;obszar wiejski w gminie m-w;3323
0408045;Dobrzyń nad Wisłą - obszar wiejski;obszar wiejski w gminie m-w;4485
0408075;Skępe - obszar wiejski;obszar wiejski w gminie m-w;3135
0409035;Mogilno - obszar wiejski;obszar wiejski w gminie m-w;10145
0409045;Strzelno - obszar wiejski;obszar wiejski w gminie m-w;4852
0410015;Kcynia - obszar wiejski;obszar wiejski w gminie m-w;7005
0410025;Mrocza - obszar wiejski;obszar wiejski w gminie m-w;3831
0410035;Nakło nad Notecią - obszar wiejski;obszar wiejski w gminie m-w;10710
0410055;Szubin - obszar wiejski;obszar wiejski w gminie m-w;11886
0411055;Piotrków Kujawski - obszar wiejski;obszar wiejski w gminie m-w;4001
0413015;Kamień Krajeński - obszar wiejski;obszar wiejski w gminie m-w;3635
0413025;Sępólno Krajeńskie - obszar wiejski;obszar wiejski w gminie m-w;5280
0413045;Więcbork - obszar wiejski;obszar wiejski w gminie m-w;5823
0414065;Nowe - obszar wiejski;obszar wiejski w gminie m-w;3495
0414095;Świecie - obszar wiejski;obszar wiejski w gminie m-w;6419
0416065;Tuchola - obszar wiejski;obszar wiejski w gminie m-w;5222
0418045;Brześć Kujawski - obszar wiejski;obszar wiejski w gminie m-w;5606
0418065;Chodecz - obszar wiejski;obszar wiejski w gminie m-w;3474
0418085;Izbica Kujawska - obszar wiejski;obszar wiejski w gminie m-w;4024
0418115;Lubień Kujawski - obszar wiejski;obszar wiejski w gminie m-w;4950
0418125;Lubraniec - obszar wiejski;obszar wiejski w gminie m-w;5416
0419015;Barcin - obszar wiejski;obszar wiejski w gminie m-w;5934
0419035;Janowiec Wielkopolski - obszar wiejski;obszar wiejski w gminie m-w;4073
0419045;Łabiszyn - obszar wiejski;obszar wiejski w gminie m-w;4263
0419065;Żnin - obszar wiejski;obszar wiejski w gminie m-w;8198
0602055;Frampol - obszar wiejski;obszar wiejski w gminie m-w;3966
0602075;Józefów - obszar wiejski;obszar wiejski w gminie m-w;3675
0602125;Tarnogród - obszar wiejski;obszar wiejski w gminie m-w;2744
0603115;Siedliszcze - obszar wiejski;obszar wiejski w gminie m-w;4543
0605055;Janów Lubelski - obszar wiejski;obszar wiejski w gminie m-w;3398
0605065;Modliborzyce - obszar wiejski;obszar wiejski w gminie m-w;4653
0607025;Annopol - obszar wiejski;obszar wiejski w gminie m-w;5149
0607085;Urzędów - obszar wiejski;obszar wiejski w gminie m-w;5758
0608065;Kock - obszar wiejski;obszar wiejski w gminie m-w;2529
0608105;Ostrów Lubelski - obszar wiejski;obszar wiejski w gminie m-w;2576
0609015;Bełżyce - obszar wiejski;obszar wiejski w gminie m-w;5464
0609035;Bychawa - obszar wiejski;obszar wiejski w gminie m-w;5581
0610035;Łęczna - obszar wiejski;obszar wiejski w gminie m-w;3438
0612055;Opole Lubelskie - obszar wiejski;obszar wiejski w gminie m-w;7153
0612065;Poniatowa - obszar wiejski;obszar wiejski w gminie m-w;4198
0613045;Parczew - obszar wiejski;obszar wiejski w gminie m-w;3191
0614045;Kazimierz Dolny - obszar wiejski;obszar wiejski w gminie m-w;3539
0614085;Nałęczów - obszar wiejski;obszar wiejski w gminie m-w;4255
0616045;Ryki - obszar wiejski;obszar wiejski w gminie m-w;8661
0617035;Piaski - obszar wiejski;obszar wiejski w gminie m-w;6544
0618055;Lubycza Królewska - obszar wiejski;obszar wiejski w gminie m-w;3199
0618065;Łaszczów - obszar wiejski;obszar wiejski w gminie m-w;3424
0618125;Tyszowce - obszar wiejski;obszar wiejski w gminie m-w;2978
0620045;Krasnobród - obszar wiejski;obszar wiejski w gminie m-w;3315
0620135;Szczebrzeszyn - obszar wiejski;obszar wiejski w gminie m-w;5248
0620155;Zwierzyniec - obszar wiejski;obszar wiejski w gminie m-w;3021
0801075;Witnica - obszar wiejski;obszar wiejski w gminie m-w;4997
0802065;Krosno Odrzańskie - obszar wiejski;obszar wiejski w gminie m-w;5317
0803025;Międzyrzecz - obszar wiejski;obszar wiejski w gminie m-w;5513
0803055;Skwierzyna - obszar wiejski;obszar wiejski w gminie m-w;2142
0803065;Trzciel - obszar wiejski;obszar wiejski w gminie m-w;3321
0804025;Bytom Odrzański - obszar wiejski;obszar wiejski w gminie m-w;869
0804045;Kożuchów - obszar wiejski;obszar wiejski w gminie m-w;5290
0804065;Nowe Miasteczko - obszar wiejski;obszar wiejski w gminie m-w;2095
0805015;Cybinka - obszar wiejski;obszar wiejski w gminie m-w;3079
0805035;Ośno Lubuskie - obszar wiejski;obszar wiejski w gminie m-w;2041
0805045;Rzepin - obszar wiejski;obszar wiejski w gminie m-w;2501
0805055;Słubice - obszar wiejski;obszar wiejski w gminie m-w;2523
0806015;Dobiegniew - obszar wiejski;obszar wiejski w gminie m-w;2961
0806025;Drezdenko - obszar wiejski;obszar wiejski w gminie m-w;5575
0806045;Strzelce Krajeńskie - obszar wiejski;obszar wiejski w gminie m-w;5777
0807025;Lubniewice - obszar wiejski;obszar wiejski w gminie m-w;909
0807045;Sulęcin - obszar wiejski;obszar wiejski w gminie m-w;4638
0807055;Torzym - obszar wiejski;obszar wiejski w gminie m-w;3475
0808055;Świebodzin - obszar wiejski;obszar wiejski w gminie m-w;6626
0808065;Zbąszynek - obszar wiejski;obszar wiejski w gminie m-w;2625
0809015;Babimost - obszar wiejski;obszar wiejski w gminie m-w;1849
0809035;Czerwieńsk - obszar wiejski;obszar wiejski w gminie m-w;4689
0809045;Kargowa - obszar wiejski;obszar wiejski w gminie m-w;1664
0809055;Nowogród Bobrzański - obszar wiejski;obszar wiejski w gminie m-w;3499
0809065;Sulechów - obszar wiejski;obszar wiejski w gminie m-w;7521
0810045;Iłowa - obszar wiejski;obszar wiejski w gminie m-w;2460
0810055;Małomice - obszar wiejski;obszar wiejski w gminie m-w;1425
0810075;Szprotawa - obszar wiejski;obszar wiejski w gminie m-w;7306
0811045;Jasień - obszar wiejski;obszar wiejski w gminie m-w;2226
0811065;Lubsko - obszar wiejski;obszar wiejski w gminie m-w;3718
0812015;Sława - obszar wiejski;obszar wiejski w gminie m-w;6542
0812025;Szlichtyngowa - obszar wiejski;obszar wiejski w gminie m-w;3010
0812035;Wschowa - obszar wiejski;obszar wiejski w gminie m-w;5822
1001085;Zelów - obszar wiejski;obszar wiejski w gminie m-w;5925
1002045;Krośniewice - obszar wiejski;obszar wiejski w gminie m-w;3457
1002115;Żychlin - obszar wiejski;obszar wiejski w gminie m-w;3210
1003025;Łask - obszar wiejski;obszar wiejski w gminie m-w;8358
1006075;Koluszki - obszar wiejski;obszar wiejski w gminie m-w;8489
1006105;Rzgów - obszar wiejski;obszar wiejski w gminie m-w;5365
1006115;Tuszyn - obszar wiejski;obszar wiejski w gminie m-w;3992
1007025;Drzewica - obszar wiejski;obszar wiejski w gminie m-w;5470
1007045;Opoczno - obszar wiejski;obszar wiejski w gminie m-w;10216
1009015;Działoszyn - obszar wiejski;obszar wiejski w gminie m-w;5401
1009045;Pajęczno - obszar wiejski;obszar wiejski w gminie m-w;4019
1010095;Sulejów - obszar wiejski;obszar wiejski w gminie m-w;7969
1010115;Wolbórz - obszar wiejski;obszar wiejski w gminie m-w;4426
1011035;Poddębice - obszar wiejski;obszar wiejski w gminie m-w;6683
1011045;Uniejów - obszar wiejski;obszar wiejski w gminie m-w;3408
1012055;Kamieńsk - obszar wiejski;obszar wiejski w gminie m-w;2592
1012115;Przedbórz - obszar wiejski;obszar wiejski w gminie m-w;2979
1013025;Biała Rawska - obszar wiejski;obszar wiejski w gminie m-w;6737
1014025;Błaszki - obszar wiejski;obszar wiejski w gminie m-w;10242
1014095;Warta - obszar wiejski;obszar wiejski w gminie m-w;7849
1014115;Złoczew - obszar wiejski;obszar wiejski w gminie m-w;3096
1017095;Wieluń - obszar wiejski;obszar wiejski w gminie m-w;7347
1018075;Wieruszów - obszar wiejski;obszar wiejski w gminie m-w;4498
1019025;Szadek - obszar wiejski;obszar wiejski w gminie m-w;4452
1020045;Aleksandrów Łódzki - obszar wiejski;obszar wiejski w gminie m-w;7423
1020085;Stryków - obszar wiejski;obszar wiejski w gminie m-w;7322
1201065;Nowy Wiśnicz - obszar wiejski;obszar wiejski w gminie m-w;8504
1202025;Brzesko - obszar wiejski;obszar wiejski w gminie m-w;15528
1202035;Czchów - obszar wiejski;obszar wiejski w gminie m-w;5785
1203015;Alwernia - obszar wiejski;obszar wiejski w gminie m-w;7730
1203035;Chrzanów - obszar wiejski;obszar wiejski w gminie m-w;8587
1203045;Libiąż - obszar wiejski;obszar wiejski w gminie m-w;4427
1203055;Trzebinia - obszar wiejski;obszar wiejski w gminie m-w;11871
1204025;Dąbrowa Tarnowska - obszar wiejski;obszar wiejski w gminie m-w;7400
1204075;Szczucin - obszar wiejski;obszar wiejski w gminie m-w;7385
1205025;Biecz - obszar wiejski;obszar wiejski w gminie m-w;9831
1205035;Bobowa - obszar wiejski;obszar wiejski w gminie m-w;4982
1206065;Krzeszowice - obszar wiejski;obszar wiejski w gminie m-w;18307
1206105;Skała - obszar wiejski;obszar wiejski w gminie m-w;5369
1206115;Skawina - obszar wiejski;obszar wiejski w gminie m-w;15143
1206125;Słomniki - obszar wiejski;obszar wiejski w gminie m-w;7570
1206145;Świątniki Górne - obszar wiejski;obszar wiejski w gminie m-w;5908
1208055;Miechów - obszar wiejski;obszar wiejski w gminie m-w;6591
1209015;Dobczyce - obszar wiejski;obszar wiejski w gminie m-w;6848
1209035;Myślenice - obszar wiejski;obszar wiejski w gminie m-w;19727
1209075;Sułkowice - obszar wiejski;obszar wiejski w gminie m-w;6391
1210075;Krynica-Zdrój - obszar wiejski;obszar wiejski w gminie m-w;4547
1210115;Muszyna - obszar wiejski;obszar wiejski w gminie m-w;5150
1210135;Piwniczna-Zdrój - obszar wiejski;obszar wiejski w gminie m-w;3660
1210165;Stary Sącz - obszar wiejski;obszar wiejski w gminie m-w;11127
1211025;Szczawnica - obszar wiejski;obszar wiejski w gminie m-w;1163
1211125;Rabka-Zdrój - obszar wiejski;obszar wiejski w gminie m-w;3456
1212055;Olkusz - obszar wiejski;obszar wiejski w gminie m-w;11000
1212075;Wolbrom - obszar wiejski;obszar wiejski w gminie m-w;11804
1213025;Brzeszcze - obszar wiejski;obszar wiejski w gminie m-w;8208
1213035;Chełmek - obszar wiejski;obszar wiejski w gminie m-w;3294
1213045;Kęty - obszar wiejski;obszar wiejski w gminie m-w;12351
1213095;Zator - obszar wiejski;obszar wiejski w gminie m-w;4553
1214035;Nowe Brzesko - obszar wiejski;obszar wiejski w gminie m-w;3349
1214055;Proszowice - obszar wiejski;obszar wiejski w gminie m-w;8420
1215065;Maków Podhalański - obszar wiejski;obszar wiejski w gminie m-w;8150
1216015;Ciężkowice - obszar wiejski;obszar wiejski w gminie m-w;6941
1216055;Radłów - obszar wiejski;obszar wiejski w gminie m-w;5745
1216065;Ryglice - obszar wiejski;obszar wiejski w gminie m-w;6973
1216105;Tuchów - obszar wiejski;obszar wiejski w gminie m-w;9058
1216135;Wojnicz - obszar wiejski;obszar wiejski w gminie m-w;8027
1216145;Zakliczyn - obszar wiejski;obszar wiejski w gminie m-w;8528
1216155;Żabno - obszar wiejski;obszar wiejski w gminie m-w;12110
1218015;Andrychów - obszar wiejski;obszar wiejski w gminie m-w;18182
1218035;Kalwaria Zebrzydowska - obszar wiejski;obszar wiejski w gminie m-w;12388
1218095;Wadowice - obszar wiejski;obszar wiejski w gminie m-w;15163
1219045;Niepołomice - obszar wiejski;obszar wiejski w gminie m-w;12278
1219055;Wieliczka - obszar wiejski;obszar wiejski w gminie m-w;27649
1401015;Białobrzegi - obszar wiejski;obszar wiejski w gminie m-w;2603
1401065;Wyśmierzyce - obszar wiejski;obszar wiejski w gminie m-w;1534
1402035;Glinojeck - obszar wiejski;obszar wiejski w gminie m-w;3936
1403105;Pilawa - obszar wiejski;obszar wiejski w gminie m-w;5027
1403145;Żelechów - obszar wiejski;obszar wiejski w gminie m-w;3408
1405045;Grodzisk Mazowiecki - obszar wiejski;obszar wiejski w gminie m-w;11725
1406055;Grójec - obszar wiejski;obszar wiejski w gminie m-w;7210
1406075;Mogielnica - obszar wiejski;obszar wiejski w gminie m-w;5379
1406085;Nowe Miasto nad Pilicą - obszar wiejski;obszar wiejski w gminie m-w;3418
1406115;Warka - obszar wiejski;obszar wiejski w gminie m-w;5979
1407055;Kozienice - obszar wiejski;obszar wiejski w gminie m-w;10056
1408045;Serock - obszar wiejski;obszar wiejski w gminie m-w;7918
1409035;Lipsko - obszar wiejski;obszar wiejski w gminie m-w;4658
1410025;Łosice - obszar wiejski;obszar wiejski w gminie m-w;3113
1411075;Różan - obszar wiejski;obszar wiejski w gminie m-w;1373
1412075;Halinów - obszar wiejski;obszar wiejski w gminie m-w;9144
1412095;Kałuszyn - obszar wiejski;obszar wiejski w gminie m-w;2433
1412125;Mrozy - obszar wiejski;obszar wiejski w gminie m-w;4159
1414045;Nasielsk - obszar wiejski;obszar wiejski w gminie m-w;9832
1414065;Zakroczym - obszar wiejski;obszar wiejski w gminie m-w;2386
1415085;Myszyniec - obszar wiejski;obszar wiejski w gminie m-w;5641
1416045;Brok - obszar wiejski;obszar wiejski w gminie m-w;756
1417045;Karczew - obszar wiejski;obszar wiejski w gminie m-w;4770
1418015;Góra Kalwaria - obszar wiejski;obszar wiejski w gminie m-w;11661
1418025;Konstancin-Jeziorna - obszar wiejski;obszar wiejski w gminie m-w;6114
1418045;Piaseczno - obszar wiejski;obszar wiejski w gminie m-w;25837
1418065;Tarczyn - obszar wiejski;obszar wiejski w gminie m-w;5811
1419055;Drobin - obszar wiejski;obszar wiejski w gminie m-w;4129
1419065;Gąbin - obszar wiejski;obszar wiejski w gminie m-w;5718
1419155;Wyszogród - obszar wiejski;obszar wiejski w gminie m-w;2468
1421035;Brwinów - obszar wiejski;obszar wiejski w gminie m-w;9798
1422025;Chorzele - obszar wiejski;obszar wiejski w gminie m-w;5709
1423065;Przysucha - obszar wiejski;obszar wiejski w gminie m-w;5053
1424045;Pułtusk - obszar wiejski;obszar wiejski w gminie m-w;4143
1425035;Iłża - obszar wiejski;obszar wiejski w gminie m-w;8255
1425105;Skaryszew - obszar wiejski;obszar wiejski w gminie m-w;7847
1426055;Mordy - obszar wiejski;obszar wiejski w gminie m-w;3431
1429055;Kosów Lacki - obszar wiejski;obszar wiejski w gminie m-w;3380
1430055;Szydłowiec - obszar wiejski;obszar wiejski w gminie m-w;5707
1432015;Błonie - obszar wiejski;obszar wiejski w gminie m-w;7212
1432055;Łomianki - obszar wiejski;obszar wiejski w gminie m-w;6923
1432065;Ożarów Mazowiecki - obszar wiejski;obszar wiejski w gminie m-w;10057
1433055;Łochów - obszar wiejski;obszar wiejski w gminie m-w;8870
1434095;Radzymin - obszar wiejski;obszar wiejski w gminie m-w;10595
1434115;Tłuszcz - obszar wiejski;obszar wiejski w gminie m-w;9270
1434125;Wołomin - obszar wiejski;obszar wiejski w gminie m-w;11368
1435055;Wyszków - obszar wiejski;obszar wiejski w gminie m-w;9588
1436055;Zwoleń - obszar wiejski;obszar wiejski w gminie m-w;5895
1437015;Bieżuń - obszar wiejski;obszar wiejski w gminie m-w;2677
1437065;Żuromin - obszar wiejski;obszar wiejski w gminie m-w;4520
1438025;Mszczonów - obszar wiejski;obszar wiejski w gminie m-w;4065
1601035;Grodków - obszar wiejski;obszar wiejski w gminie m-w;8700
1601045;Lewin Brzeski - obszar wiejski;obszar wiejski w gminie m-w;6039
1602015;Baborów - obszar wiejski;obszar wiejski w gminie m-w;2651
1602035;Głubczyce - obszar wiejski;obszar wiejski w gminie m-w;8312
1602045;Kietrz - obszar wiejski;obszar wiejski w gminie m-w;4218
1604015;Byczyna - obszar wiejski;obszar wiejski w gminie m-w;4732
1604025;Kluczbork - obszar wiejski;obszar wiejski w gminie m-w;10302
1604045;Wołczyn - obszar wiejski;obszar wiejski w gminie m-w;6509
1605015;Gogolin - obszar wiejski;obszar wiejski w gminie m-w;4995
1605025;Krapkowice - obszar wiejski;obszar wiejski w gminie m-w;5334
1605055;Zdzieszowice - obszar wiejski;obszar wiejski w gminie m-w;3584
1606025;Namysłów - obszar wiejski;obszar wiejski w gminie m-w;7842
1607015;Głuchołazy - obszar wiejski;obszar wiejski w gminie m-w;8658
1607035;Korfantów - obszar wiejski;obszar wiejski w gminie m-w;5989
1607055;Nysa - obszar wiejski;obszar wiejski w gminie m-w;10852
1607065;Otmuchów - obszar wiejski;obszar wiejski w gminie m-w;7211
1607075;Paczków - obszar wiejski;obszar wiejski w gminie m-w;4326
1608015;Dobrodzień - obszar wiejski;obszar wiejski w gminie m-w;5270
1608025;Gorzów Śląski - obszar wiejski;obszar wiejski w gminie m-w;3948
1608035;Olesno - obszar wiejski;obszar wiejski w gminie m-w;7017
1608045;Praszka - obszar wiejski;obszar wiejski w gminie m-w;4860
1609075;Niemodlin - obszar wiejski;obszar wiejski w gminie m-w;5590
1609085;Ozimek - obszar wiejski;obszar wiejski w gminie m-w;9304
1609105;Prószków - obszar wiejski;obszar wiejski w gminie m-w;6030
1610015;Biała - obszar wiejski;obszar wiejski w gminie m-w;6919
1610025;Głogówek - obszar wiejski;obszar wiejski w gminie m-w;6518
1610045;Prudnik - obszar wiejski;obszar wiejski w gminie m-w;5062
