"idno";"cntry";"stratex1";"czy_50plus";"n_psu";"psu";"prob_psu";"prob_ind";"pop15_stratex1"
3910;"Poland";11400;FALSE;27;14716;0,0123358535613428;0,00490196078;1537956
3911;"Poland";11200;FALSE;23;12754;0,0898666641750061;0,0007057163;1371799
3932;"Poland";11400;FALSE;27;14716;0,0123358535613428;0,00490196078;1537956
3934;"Poland";65102;TRUE;7;103934;6,43962392596272e-05;1;108702
3940;"Poland";56306;TRUE;4;103940;6,78725353785591e-05;1;58934
3942;"Poland";10200;FALSE;11;19320;0,0051622213917445;0,01049868766;719603
3954;"Poland";79101;TRUE;13;103954;7,29812269828438e-05;1;178128
3959;"Poland";11400;FALSE;27;14505;0,0036735446261616;0,01646090535;1537956
3963;"Poland";11200;FALSE;23;13504;0,0384168890777772;0,00165084606;1371799
3965;"Poland";10200;FALSE;11;19322;0,00444411710366672;0,01219512195;719603
3968;"Poland";10400;FALSE;9;10908;0,00941809393696591;0,00651465798;668235
3969;"Poland";11800;FALSE;19;18534;0,0328298642924078;0,00185960019;1015554
3971;"Poland";11000;FALSE;14;19119;0,00306660026732901;0,01709401709;763060
3979;"Poland";10200;FALSE;11;19320;0,0051622213917445;0,01049868766;719603
3982;"Poland";79101;TRUE;13;103982;7,29812269828438e-05;1;178128
3990;"Poland";32200;FALSE;2;31911;0,112938386704782;0,00042422314;83488
3996;"Poland";84702;TRUE;10;103996;6,51143407824139e-05;1;153576
4003;"Poland";90106;TRUE;11;104003;6,83238301096908e-05;1;160998
4006;"Poland";10400;FALSE;9;10910;0,00338990026054841;0,01809954751;668235
4007;"Poland";11200;FALSE;23;12754;0,0898666641750061;0,0007057163;1371799
4010;"Poland";72903;TRUE;13;104010;7,26967705857682e-05;1;178825
4016;"Poland";72902;TRUE;11;104016;5,76674058579599e-05;1;190749
4022;"Poland";42400;FALSE;6;42729;0,434889648869238;0,00016735701;357232
4025;"Poland";11400;FALSE;27;10136;0,0060167521047887;0,01005025126;1537956
4031;"Poland";74301;TRUE;22;104031;7,25447716653312e-05;1;303261
4038;"Poland";90117;TRUE;8;104038;6,50639253066137e-05;1;122956
4040;"Poland";79101;TRUE;13;104040;7,29812269828438e-05;1;178128
4050;"Poland";90109;TRUE;6;104050;5,30002561679048e-05;1;113207
4051;"Poland";86301;TRUE;4;104051;3,8586946036156e-05;1;103662
4052;"Poland";12200;FALSE;11;11909;0,0258669745521024;0,00216802168;606275
4059;"Poland";89303;TRUE;4;104059;4,91340130205135e-05;1;81410
4066;"Poland";11200;FALSE;23;18527;0,0488971052071657;0,00129701686;1371799
4067;"Poland";90104;TRUE;12;104067;6,02352185283532e-05;1;199219
4068;"Poland";13000;FALSE;22;10912;0,00468723077153781;0,01265822785;1230364
4077;"Poland";52720;TRUE;2;104077;3,91627014431455e-05;1;51069
4092;"Poland";99998;FALSE;3;30507;0,329222717468236;0,00028608211;216847
4096;"Poland";52713;TRUE;6;104096;7,28756740999854e-05;1;82332
4099;"Poland";72903;TRUE;13;104099;7,26967705857682e-05;1;178825
4102;"Poland";99999;TRUE;6;104102;2,31430996621061e-05;1;206289
4104;"Poland";10600;FALSE;18;14315;0,00310163941918312;0,01913875598;960218
4106;"Poland";20400;FALSE;2;20914;0,067346573626751;0,00060404712;122909
4108;"Poland";90117;TRUE;8;104108;6,50639253066137e-05;1;122956
4114;"Poland";11600;FALSE;8;12759;0,0108348648175104;0,00546448087;422248
4115;"Poland";11800;FALSE;19;18512;0,00445668078743829;0,01369863014;1015554
4116;"Poland";30200;FALSE;4;39311;0,141551759878498;0,00032172703;197624
4122;"Poland";32400;FALSE;3;32738;0,197018087022946;0,00033459084;151698
4123;"Poland";62704;TRUE;10;104123;6,14820871938961e-05;1;162649
4126;"Poland";13000;FALSE;22;12509;0,00507288899887729;0,01169590643;1230364
4127;"Poland";72901;TRUE;12;104127;5,74734664163378e-05;1;208792
4130;"Poland";40200;FALSE;3;49309;0,349546038442617;0,00012639429;316881
4144;"Poland";12000;FALSE;7;14507;0,00574864644052899;0,0097323601;393223
4145;"Poland";11800;FALSE;19;18516;0,011843781819561;0,00515463918;1015554
4149;"Poland";42800;FALSE;3;40505;0,341382479303942;0,00016014092;182918
4151;"Poland";30400;FALSE;3;39110;0,139171590686838;0,00042078244;153686
4152;"Poland";41400;FALSE;8;40125;0,28505750647455;0,00017758835;434586
4156;"Poland";59307;TRUE;3;104156;4,69659966184482e-05;1;63876
4159;"Poland";30600;FALSE;2;34307;0,104514591009677;0,00023510051;122093
4162;"Poland";74301;TRUE;22;104162;7,25447716653312e-05;1;303261
4166;"Poland";62704;TRUE;10;104166;6,14820871938961e-05;1;162649
4170;"Poland";52503;TRUE;4;104170;6,41426532608521e-05;1;62361
4176;"Poland";68901;TRUE;5;104176;4,7252726482318e-05;1;105814
4185;"Poland";52723;TRUE;3;104185;6,47584509778526e-05;1;46326
4187;"Poland";11000;FALSE;14;14727;0,0046654260479397;0,01123595506;763060
4189;"Poland";84702;TRUE;10;104189;6,51143407824139e-05;1;153576
4190;"Poland";90118;TRUE;4;104190;9,42906982226203e-05;1;42422
4198;"Poland";99998;FALSE;3;34715;0,174233686754888;0,00034864464;216847
4199;"Poland";54706;TRUE;4;104199;6,02554832489757e-05;1;66384
4205;"Poland";90103;TRUE;10;104205;8,42658756909802e-05;1;118672
4209;"Poland";12600;FALSE;9;12943;0,00468426628983045;0,01238390093;586111
4216;"Poland";69701;TRUE;6;104216;5,54472281006552e-05;1;108211
4218;"Poland";42800;FALSE;3;40127;0,240080255880941;0,00022771263;182918
4227;"Poland";12200;FALSE;11;11912;0,0113141726085667;0,00495662949;606275
4229;"Poland";10200;FALSE;11;19322;0,00444411710366672;0,01219512195;719603
4231;"Poland";40200;FALSE;3;49309;0,349546038442617;0,00012639429;316881
4232;"Poland";11200;FALSE;23;13507;0,0510375426940152;0,00124262193;1371799
4240;"Poland";50119;TRUE;4;104240;8,29668962084129e-05;1;48212
4242;"Poland";10400;FALSE;9;19121;0,0256620051394867;0,00239091452;668235
4245;"Poland";52904;TRUE;5;104245;7,95215980660347e-05;1;62876
4261;"Poland";12400;FALSE;16;12747;0,0131107007244016;0,00468933177;862063
4264;"Poland";10400;FALSE;9;19112;0,0122711321649193;0,005;668235
4273;"Poland";78101;TRUE;22;104273;6,20401625452259e-05;1;354609
4275;"Poland";20200;FALSE;4;28909;0,0322613417157754;0,00090250671;240417
4282;"Poland";42400;FALSE;6;42910;0,375663432094096;0,00019374213;357232
4284;"Poland";83501;TRUE;38;104284;5,75833481080082e-05;1;659913
4286;"Poland";90112;TRUE;8;104286;6,17522192203782e-05;1;129550
4293;"Poland";10400;FALSE;9;10910;0,00338990026054841;0,01809954751;668235
4299;"Poland";22200;FALSE;2;21913;0,109353973366551;0,00057060527;96157
4303;"Poland";52721;TRUE;4;104303;7,91420996399034e-05;1;50542
4310;"Poland";72702;TRUE;12;104310;6,20758152623738e-05;1;193312
4312;"Poland";12400;FALSE;16;12742;0,0372571378149802;0,00165016502;862063
4314;"Poland";41200;FALSE;4;42728;0,528579421519566;0,00012542724;256417
4315;"Poland";59307;TRUE;3;104315;4,69659966184482e-05;1;63876
4318;"Poland";90102;TRUE;5;104318;6,82509998771482e-05;1;73259
4327;"Poland";90118;TRUE;4;104327;9,42906982226203e-05;1;42422
4328;"Poland";12200;FALSE;11;11908;0,0142864211762809;0,00392541708;606275
4336;"Poland";63301;TRUE;8;104336;8,45594452900389e-05;1;94608
4347;"Poland";54706;TRUE;4;104347;6,02554832489757e-05;1;66384
4349;"Poland";11800;FALSE;19;18520;0,00795181743326222;0,00767754319;1015554
4352;"Poland";74301;TRUE;22;104352;7,25447716653312e-05;1;303261
4360;"Poland";30400;FALSE;3;39108;0,151264429374873;0,00038714298;153686
4391;"Poland";11000;FALSE;14;14720;0,00488821324722753;0,01072386059;763060
4407;"Poland";71902;TRUE;12;104407;5,59086080620213e-05;1;214636
4410;"Poland";40800;FALSE;2;49704;0,365787428383364;0,00017761358;107744
4412;"Poland";11800;FALSE;19;18514;0,00975280487494479;0,00625978091;1015554
4421;"Poland";11200;FALSE;23;13516;0,00391620784272787;0,01619433198;1371799
4424;"Poland";43200;FALSE;2;48104;0,333627152645912;0,00013814492;216972
4427;"Poland";42400;FALSE;6;42908;0,516660038471986;0,00014086987;357232
4430;"Poland";11200;FALSE;23;12746;0,0119071744520765;0,00532623169;1371799
4431;"Poland";62710;TRUE;9;104431;8,04052424218059e-05;1;111933
4435;"Poland";10200;FALSE;11;18907;0,00325179300204923;0,01666666667;719603
4437;"Poland";90101;TRUE;6;104437;6,04162680871203e-05;1;99311
4439;"Poland";58902;TRUE;5;104439;6,72115281213034e-05;1;74392
4441;"Poland";83501;TRUE;38;104441;5,75833481080082e-05;1;659913
4443;"Poland";70501;TRUE;16;104443;6,26996100867998e-05;1;255185
4446;"Poland";10200;FALSE;11;19312;0,00330598955294801;0,01639344262;719603
4451;"Poland";13000;FALSE;22;12512;0,0037230852015486;0,01593625498;1230364
4454;"Poland";42000;FALSE;2;40504;0,368317845837528;0,0001550628;105056
4457;"Poland";71901;TRUE;21;104457;5,30939890019594e-05;1;395525
4474;"Poland";10600;FALSE;18;14312;0,0036655738596507;0,01619433198;960218
4476;"Poland";72702;TRUE;12;104476;6,20758152623738e-05;1;193312
4479;"Poland";62704;TRUE;10;104479;6,14820871938961e-05;1;162649
4483;"Poland";70501;TRUE;16;104483;6,26996100867998e-05;1;255185
4485;"Poland";13000;FALSE;22;10920;0,00372308520076786;0,01593625498;1230364
4494;"Poland";62703;TRUE;7;104494;4,08379956711725e-05;1;171409
4511;"Poland";22800;FALSE;2;20511;0,0760018794572892;0,00083366333;94697
4513;"Poland";89302;TRUE;5;104513;3,40766588517529e-05;1;146728
4515;"Poland";84702;TRUE;10;104515;6,51143407824139e-05;1;153576
4517;"Poland";52714;TRUE;4;104517;5,09242756021796e-05;1;78548
4524;"Poland";41400;FALSE;8;44503;0,235206613292724;0,00021522733;434586
4526;"Poland";54304;TRUE;3;104526;6,10612444281615e-05;1;49131
4528;"Poland";90104;TRUE;12;104528;6,02352185283532e-05;1;199219
4534;"Poland";54710;TRUE;2;104534;3,98049557169868e-05;1;50245
4535;"Poland";42000;FALSE;2;44504;0,270470032315975;0,0002111598;105056
4543;"Poland";65101;TRUE;10;104543;6,54690200597078e-05;1;152744
4547;"Poland";11800;FALSE;19;18524;0,042658982194599;0,00143112701;1015554
4549;"Poland";69103;TRUE;9;104549;8,9088623382794e-05;1;101023
4554;"Poland";63301;TRUE;8;104554;8,45594452900389e-05;1;94608
4558;"Poland";31200;FALSE;3;33510;0,1863724127799;0,00032375556;165730
4561;"Poland";52723;TRUE;3;104561;6,47584509778526e-05;1;46326
4568;"Poland";84702;TRUE;10;104568;6,51143407824139e-05;1;153576
4569;"Poland";52714;TRUE;4;104569;5,09242756021796e-05;1;78548
4570;"Poland";53302;TRUE;2;104570;2,38064063039364e-05;1;84011
4576;"Poland";13000;FALSE;22;12515;0,00720884226190032;0,00823045267;1230364
4578;"Poland";12200;FALSE;11;15108;0,00919714650780281;0,00609756098;606275
4580;"Poland";90104;TRUE;12;104580;6,02352185283532e-05;1;199219
4582;"Poland";21800;FALSE;2;28535;0,0366824439508468;0,00154792771;123279
4583;"Poland";13200;FALSE;8;18108;0,00583859827452865;0,0118694362;432895
4587;"Poland";83501;TRUE;38;104587;5,75833481080082e-05;1;659913
4593;"Poland";13200;FALSE;8;19714;0,00675683479838774;0,01025641026;432895
4596;"Poland";12400;FALSE;16;12937;0,0179061739083888;0,00343347639;862063
4597;"Poland";10400;FALSE;9;19112;0,0122711321649193;0,005;668235
4606;"Poland";21200;FALSE;3;22758;0,0563823397264588;0,0008151454;152307
4609;"Poland";30200;FALSE;4;39311;0,141551759878498;0,00032172703;197624
4612;"Poland";62706;TRUE;11;104612;7,2825979012877e-05;1;151045
4623;"Poland";89301;TRUE;12;104623;6,90850263962372e-05;1;173699
4629;"Poland";90116;TRUE;2;104629;5,77367205542725e-05;1;34640
4633;"Poland";41000;FALSE;3;49105;0,611457539354154;9,852192e-05;298795
4635;"Poland";11400;FALSE;27;19120;0,0106578146579177;0,00567375887;1537956
4636;"Poland";83501;TRUE;38;104636;5,75833481080082e-05;1;659913
4639;"Poland";62705;TRUE;10;104639;6,32683145953675e-05;1;158057
4649;"Poland";62709;TRUE;4;104649;3,56986675472338e-05;1;112049
4651;"Poland";32600;FALSE;2;32920;0,15065487703548;0,00043797219;60622
4652;"Poland";10600;FALSE;18;14318;0,00342812777896448;0,01731601732;960218
4655;"Poland";11000;FALSE;14;14722;0,00376117212328729;0,01393728223;763060
4658;"Poland";62710;TRUE;9;104658;8,04052424218059e-05;1;111933
4659;"Poland";11400;FALSE;27;17112;0,00557834554451904;0,0108401084;1537956
4663;"Poland";42400;FALSE;6;42732;0,340839144449511;0,00021353719;357232
4672;"Poland";12400;FALSE;16;12750;0,0176141418884909;0,0034904014;862063
4676;"Poland";41800;FALSE;4;48505;0,446723418704909;0,00010030342;223175
4678;"Poland";59307;TRUE;3;104678;4,69659966184482e-05;1;63876
4679;"Poland";72903;TRUE;13;104679;7,26967705857682e-05;1;178825
4680;"Poland";42400;FALSE;6;42726;0,604635079362826;0,00012037316;357232
4682;"Poland";41800;FALSE;4;48507;0,377877222485678;0,0001185779;223175
4685;"Poland";72701;TRUE;15;104685;5,54299144162122e-05;1;270612
4693;"Poland";72701;TRUE;15;104693;5,54299144162122e-05;1;270612
4701;"Poland";90106;TRUE;11;104701;6,83238301096908e-05;1;160998
4714;"Poland";52503;TRUE;4;104714;6,41426532608521e-05;1;62361
4721;"Poland";74301;TRUE;22;104721;7,25447716653312e-05;1;303261
4725;"Poland";72701;TRUE;15;104725;5,54299144162122e-05;1;270612
4727;"Poland";41000;FALSE;3;49105;0,611457539354154;9,852192e-05;298795
4732;"Poland";10600;FALSE;18;12930;0,0034132873994705;0,01739130435;960218
4745;"Poland";58102;TRUE;4;104745;6,69680227691277e-05;1;59730
4752;"Poland";65101;TRUE;10;104752;6,54690200597078e-05;1;152744
4755;"Poland";12000;FALSE;7;14510;0,00472759731581052;0,01183431953;393223
4768;"Poland";31600;FALSE;2;32735;0,37622384336731;0,00025958855;81914
4772;"Poland";23000;FALSE;4;20913;0,0803204935024119;0,00061387354;243375
4776;"Poland";62705;TRUE;10;104776;6,32683145953675e-05;1;158057
4780;"Poland";33000;FALSE;4;30911;0,128709248761532;0,00042109696;221406
4782;"Poland";52502;TRUE;3;104782;4,38327342859648e-05;1;68442
4787;"Poland";13000;FALSE;22;10916;0,012207566217644;0,00486026731;1230364
4788;"Poland";74301;TRUE;22;104788;7,25447716653312e-05;1;303261
4794;"Poland";54303;TRUE;3;104794;5,26740878603785e-05;1;56954
4799;"Poland";33200;FALSE;3;38106;0,307536102470162;0,0002822666;161277
4807;"Poland";90104;TRUE;12;104807;6,02352185283532e-05;1;199219
4808;"Poland";83501;TRUE;38;104808;5,75833481080082e-05;1;659913
4819;"Poland";83501;TRUE;38;104819;5,75833481080082e-05;1;659913
4826;"Poland";11400;FALSE;27;14505;0,0036735446261616;0,01646090535;1537956
4829;"Poland";20600;FALSE;2;24322;0,0632428860712901;0,0013735792;80581
4845;"Poland";12200;FALSE;11;11908;0,0142864211762809;0,00392541708;606275
4861;"Poland";13000;FALSE;22;16319;0,0138688631995734;0,00427807487;1230364
4864;"Poland";78101;TRUE;22;104864;6,20401625452259e-05;1;354609
4883;"Poland";31200;FALSE;3;33513;0,141738067807918;0,00042570854;165730
4886;"Poland";71902;TRUE;12;104886;5,59086080620213e-05;1;214636
4889;"Poland";40600;FALSE;2;47102;0,197239930179762;0,00015813339;192368
4890;"Poland";33000;FALSE;4;30907;0,209642014609706;0,00025853154;221406
4894;"Poland";11400;FALSE;27;10135;0,00355260488596312;0,0170212766;1537956
4898;"Poland";78101;TRUE;22;104898;6,20401625452259e-05;1;354609
4900;"Poland";68501;TRUE;10;104900;6,54167702432195e-05;1;152866
4902;"Poland";13000;FALSE;22;12508;0,0283755457772455;0,00209095661;1230364
4909;"Poland";72901;TRUE;12;104909;5,74734664163378e-05;1;208792
4922;"Poland";41000;FALSE;3;44714;0,307896727708815;0,00019565643;298795
4924;"Poland";33200;FALSE;3;38107;0,234876330777547;0,00036958671;161277
4934;"Poland";65101;TRUE;10;104934;6,54690200597078e-05;1;152744
4940;"Poland";11800;FALSE;19;18523;0,00825706954147973;0,00739371534;1015554
4943;"Poland";22200;FALSE;2;21915;0,0814605282224015;0,00076599004;96157
4944;"Poland";11400;FALSE;27;10138;0,0056841678173778;0,01063829787;1537956
4945;"Poland";21200;FALSE;3;23514;0,0991582792000402;0,00046349942;152307
4946;"Poland";90109;TRUE;6;104946;5,30002561679048e-05;1;113207
4959;"Poland";12400;FALSE;16;12935;0,00416529882316733;0,0147601476;862063
4969;"Poland";11200;FALSE;23;13508;0,0124303925033436;0,00510204082;1371799
4974;"Poland";68501;TRUE;10;104974;6,54167702432195e-05;1;152866
4989;"Poland";41400;FALSE;8;40126;0,239952509446254;0,00021097046;434586
4992;"Poland";90117;TRUE;8;104992;6,50639253066137e-05;1;122956
4995;"Poland";41400;FALSE;8;44712;0,439874966812703;0,00011508473;434586
4996;"Poland";90103;TRUE;10;104996;8,42658756909802e-05;1;118672
4998;"Poland";12800;FALSE;8;10134;0,00488430724237994;0,01136363636;468439
5005;"Poland";12400;FALSE;16;12742;0,0372571378149802;0,00165016502;862063
5013;"Poland";58903;TRUE;4;105013;7,73978831678954e-05;1;51681
5015;"Poland";71901;TRUE;21;105015;5,30939890019594e-05;1;395525
5017;"Poland";41000;FALSE;3;44711;0,56321727284713;0,00010696045;298795
5019;"Poland";12600;FALSE;9;12942;0,00542388728280344;0,01069518717;586111
5021;"Poland";11200;FALSE;23;13509;0,0110985647354284;0,00571428571;1371799
5028;"Poland";41600;FALSE;2;42730;0,240454333751183;0,00018164479;114476
5029;"Poland";70901;TRUE;17;105029;5,47567511853226e-05;1;310464
5045;"Poland";12600;FALSE;9;12939;0,00303099583484626;0,01913875598;586111
5046;"Poland";42800;FALSE;3;45104;0,291797419056209;0,00018735363;182918
5069;"Poland";22400;FALSE;2;22923;0,116535765255971;0,00046641247;110388
5071;"Poland";11800;FALSE;19;18532;0,00659344554888544;0,00925925926;1015554
5072;"Poland";74301;TRUE;22;105072;7,25447716653312e-05;1;303261
5073;"Poland";11000;FALSE;14;19119;0,00306660026732901;0,01709401709;763060
5077;"Poland";21400;FALSE;3;20133;0,0943530243709848;0,00055454659;152896
5084;"Poland";12200;FALSE;11;11907;0,00423405220308593;0,01324503311;606275
5086;"Poland";89301;TRUE;12;105086;6,90850263962372e-05;1;173699
5088;"Poland";58902;TRUE;5;105088;6,72115281213034e-05;1;74392
5089;"Poland";33000;FALSE;4;32505;0,164926424358845;0,00032862577;221406
5100;"Poland";11400;FALSE;27;19114;0,00438406560441927;0,01379310345;1537956
5102;"Poland";52718;TRUE;4;105102;7,66768263461575e-05;1;52167
5103;"Poland";11600;FALSE;8;12752;0,00999116632889462;0,00592592593;422248
5104;"Poland";13000;FALSE;22;16313;0,0717917624497008;0,00082644628;1230364
5131;"Poland";71902;TRUE;12;105131;5,59086080620213e-05;1;214636
5132;"Poland";10200;FALSE;11;19324;0,00715394460644728;0,00757575758;719603
5133;"Poland";79101;TRUE;13;105133;7,29812269828438e-05;1;178128
5135;"Poland";13000;FALSE;22;12511;0,00351542307820921;0,01687763713;1230364
5150;"Poland";11400;FALSE;27;10123;0,00885883601403353;0,00682593857;1537956
5161;"Poland";83501;TRUE;38;105161;5,75833481080082e-05;1;659913
5166;"Poland";10400;FALSE;9;10908;0,00941809393696591;0,00651465798;668235
5176;"Poland";13200;FALSE;8;19714;0,00675683479838774;0,01025641026;432895
5179;"Poland";43000;FALSE;5;46310;0,19766601044219;0,00019443904;286205
5181;"Poland";10200;FALSE;11;19322;0,00444411710366672;0,01219512195;719603
5191;"Poland";69102;TRUE;7;105191;6,46806623299823e-05;1;108224
5202;"Poland";41000;FALSE;3;49105;0,611457539354154;9,852192e-05;298795
5203;"Poland";40800;FALSE;2;49703;0,534059910511763;0,0001216508;107744
5210;"Poland";23000;FALSE;4;20917;0,0649738062047917;0,00075886928;243375
5214;"Poland";90101;TRUE;6;105214;6,04162680871203e-05;1;99311
5215;"Poland";11800;FALSE;19;18511;0,0180403996260724;0,00338409475;1015554
5223;"Poland";41000;FALSE;3;49105;0,611457539354154;9,852192e-05;298795
5224;"Poland";43200;FALSE;2;48103;0,411781246869997;0,00011192568;216972
5229;"Poland";43200;FALSE;2;48103;0,411781246869997;0,00011192568;216972
5243;"Poland";78101;TRUE;22;105243;6,20401625452259e-05;1;354609
5249;"Poland";86303;TRUE;9;105249;7,32481484495809e-05;1;122870
5251;"Poland";11400;FALSE;27;14716;0,0123358535613428;0,00490196078;1537956
5253;"Poland";40200;FALSE;3;48905;0,194736033403703;0,00022687441;316881
5256;"Poland";10600;FALSE;18;12945;0,00914167407886397;0,00649350649;960218
5262;"Poland";69103;TRUE;9;105262;8,9088623382794e-05;1;101023
5264;"Poland";11400;FALSE;27;14716;0,0123358535613428;0,00490196078;1537956
5265;"Poland";41000;FALSE;3;44711;0,56321727284713;0,00010696045;298795
5268;"Poland";71902;TRUE;12;105268;5,59086080620213e-05;1;214636
5270;"Poland";23200;FALSE;2;20921;0,0205776375689576;0,00201501184;120586
5271;"Poland";13200;FALSE;8;13309;0,0131325148144684;0,00527704485;432895
5288;"Poland";63301;TRUE;8;105288;8,45594452900389e-05;1;94608
5290;"Poland";52718;TRUE;4;105290;7,66768263461575e-05;1;52167
5303;"Poland";43200;FALSE;2;48104;0,333627152645912;0,00013814492;216972
5306;"Poland";10400;FALSE;9;19106;0,00375803422603349;0,01632653061;668235
5311;"Poland";50902;TRUE;3;105311;4,56107276431417e-05;1;65774
5316;"Poland";21600;FALSE;2;22762;0,0514887293621075;0,00128118894;106114
5325;"Poland";84702;TRUE;10;105325;6,51143407824139e-05;1;153576
5328;"Poland";69103;TRUE;9;105328;8,9088623382794e-05;1;101023
5335;"Poland";68502;TRUE;7;105335;7,02233101262013e-05;1;99682
5344;"Poland";52720;TRUE;2;105344;3,91627014431455e-05;1;51069
5349;"Poland";12600;FALSE;9;12932;0,0125010450224616;0,00464037123;586111
5356;"Poland";32400;FALSE;3;32736;0,222331538545391;0,00029649616;151698
5359;"Poland";52502;TRUE;3;105359;4,38327342859648e-05;1;68442
5362;"Poland";12600;FALSE;9;12932;0,0125010450224616;0,00464037123;586111
5372;"Poland";12200;FALSE;11;11906;0,00740258133501371;0,00757575758;606275
5377;"Poland";89305;TRUE;6;105377;5,65328408694751e-05;1;106133
5380;"Poland";11200;FALSE;23;13506;0,00914838836172995;0,00693240901;1371799
5385;"Poland";11400;FALSE;27;10138;0,0056841678173778;0,01063829787;1537956
5386;"Poland";11600;FALSE;8;12755;0,00534342376986071;0,01108033241;422248
5400;"Poland";71901;TRUE;21;105400;5,30939890019594e-05;1;395525
5402;"Poland";12600;FALSE;9;12925;0,00507583034532959;0,01142857143;586111
5411;"Poland";70501;TRUE;16;105411;6,26996100867998e-05;1;255185
5416;"Poland";78101;TRUE;22;105416;6,20401625452259e-05;1;354609
5420;"Poland";10200;FALSE;11;19322;0,00444411710366672;0,01219512195;719603
5422;"Poland";42400;FALSE;6;42726;0,604635079362826;0,00012037316;357232
5425;"Poland";86304;TRUE;6;105425;4,47911612108544e-05;1;133955
5427;"Poland";54303;TRUE;3;105427;5,26740878603785e-05;1;56954
5442;"Poland";65102;TRUE;7;105442;6,43962392596272e-05;1;108702
5443;"Poland";22800;FALSE;2;25111;0,0359726283807361;0,00176133862;94697
5458;"Poland";11000;FALSE;14;14717;0,00294865410295454;0,01777777778;763060
5462;"Poland";11400;FALSE;27;17110;0,00464106255286593;0,01302931596;1537956
5468;"Poland";31400;FALSE;5;32919;0,138408427816447;0,00041919933;310234
5480;"Poland";11400;FALSE;27;17109;0,00622839665129815;0,00970873786;1537956
5482;"Poland";32800;FALSE;3;30509;0,178295001656213;0,00035909866;140569
5484;"Poland";10600;FALSE;18;17107;0,00333908549928343;0,01777777778;960218
5489;"Poland";12600;FALSE;9;12932;0,0125010450224616;0,00464037123;586111
5499;"Poland";10200;FALSE;11;19316;0,00455251020400131;0,0119047619;719603
5505;"Poland";20200;FALSE;4;28908;0,0419715535482091;0,00069370979;240417
5508;"Poland";89304;TRUE;2;105508;4,1437036423155e-05;1;48266
5524;"Poland";11400;FALSE;27;17108;0,00403636384893719;0,01498127341;1537956
5539;"Poland";50503;TRUE;2;105539;4,12498710941528e-05;1;48485
5551;"Poland";11200;FALSE;23;13507;0,0510375426940152;0,00124262193;1371799
5561;"Poland";52906;TRUE;2;105561;4,42536619905297e-05;1;45194
5574;"Poland";11800;FALSE;19;18530;0,00839443299063192;0,00727272727;1015554
5580;"Poland";10600;FALSE;18;14309;0,0163837795155203;0,00362318841;960218
5589;"Poland";62704;TRUE;10;105589;6,14820871938961e-05;1;162649
5599;"Poland";11400;FALSE;27;14506;0,0718684409727396;0,00084139672;1537956
5604;"Poland";86304;TRUE;6;105604;4,47911612108544e-05;1;133955
5605;"Poland";11400;FALSE;27;17113;0,00400612891392753;0,01509433962;1537956
5609;"Poland";12600;FALSE;9;12942;0,00542388728280344;0,01069518717;586111
5625;"Poland";11400;FALSE;27;17104;0,00494341190526609;0,0122324159;1537956
5635;"Poland";11400;FALSE;27;12933;0,00408171625256557;0,01481481481;1537956
5637;"Poland";21200;FALSE;3;22758;0,0563823397264588;0,0008151454;152307
5641;"Poland";90103;TRUE;10;105641;8,42658756909802e-05;1;118672
5645;"Poland";13200;FALSE;8;13309;0,0131325148144684;0,00527704485;432895
5656;"Poland";11800;FALSE;19;18525;0,0122558721658335;0,00498132005;1015554
5664;"Poland";31400;FALSE;5;32917;0,14658934935127;0,00039580447;310234
5665;"Poland";13000;FALSE;22;16320;0,00467239776289877;0,0126984127;1230364
5674;"Poland";72702;TRUE;12;105674;6,20758152623738e-05;1;193312
5675;"Poland";41600;FALSE;2;42730;0,240454333751183;0,00018164479;114476
5679;"Poland";69103;TRUE;9;105679;8,9088623382794e-05;1;101023
5680;"Poland";42200;FALSE;5;41904;0,573295892857303;0,00010357891;336806
5682;"Poland";10600;FALSE;18;14316;0,00779119949794297;0,00761904762;960218
5683;"Poland";21200;FALSE;3;22748;0,093160524651415;0,00049333991;152307
5692;"Poland";41800;FALSE;4;48506;0,384486385629825;0,00011653959;223175
5694;"Poland";11000;FALSE;14;14728;0,00331559772470405;0,01581027668;763060
5697;"Poland";41400;FALSE;8;40122;0,390264532374586;0,0001297143;434586
5701;"Poland";11400;FALSE;27;12933;0,00408171625256557;0,01481481481;1537956
5703;"Poland";69103;TRUE;9;105703;8,9088623382794e-05;1;101023
5709;"Poland";11400;FALSE;27;10130;0,00311419832593845;0,01941747573;1537956
5711;"Poland";12600;FALSE;9;12925;0,00507583034532959;0,01142857143;586111
5713;"Poland";20200;FALSE;4;29323;0,0315181538400949;0,00092378753;240417
5715;"Poland";72903;TRUE;13;105715;7,26967705857682e-05;1;178825
5729;"Poland";11400;FALSE;27;19114;0,00438406560441927;0,01379310345;1537956
5740;"Poland";68501;TRUE;10;105740;6,54167702432195e-05;1;152866
5744;"Poland";13000;FALSE;22;16319;0,0138688631995734;0,00427807487;1230364
5745;"Poland";13000;FALSE;22;16313;0,0717917624497008;0,00082644628;1230364
5753;"Poland";13000;FALSE;22;10920;0,00372308520076786;0,01593625498;1230364
5754;"Poland";83501;TRUE;38;105754;5,75833481080082e-05;1;659913
5768;"Poland";41200;FALSE;4;42727;0,562426338721365;0,000117879;256417
5770;"Poland";89301;TRUE;12;105770;6,90850263962372e-05;1;173699
